Transaction Number, Hmnsu, Description, Payment Mode, Operation Type, Date, Formated Logical, csn, confirmed, processDate, value, receivedValue, voucherValue, atm, station, line, operation
34000000000000006670, 10003381, Comum dinheiro,Voucher,sale,22/11/2023 20:03:54,1060009675,2312202511,false,22/11/2023 20:03:56,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006671, 10003382, Comum dinheiro,Dinheiro,sale,22/11/2023 20:05:27,1060009675,2312202511,false,22/11/2023 20:05:43,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006672, undefined, undefined,Dinheiro,sale,22/11/2023 20:05:44,,3926668801,true,22/11/2023 20:05:51,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006673, undefined, undefined,Dinheiro,sale,22/11/2023 20:08:29,,2411455572,true,22/11/2023 20:08:35,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006674, undefined, undefined,Dinheiro,sale,22/11/2023 20:20:44,,3926789905,false,22/11/2023 20:21:13,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006675, undefined, undefined,Dinheiro,sale,22/11/2023 20:23:58,,2413064868,true,22/11/2023 20:24:02,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006676, 10003383, Comum dinheiro,Voucher,sale,22/11/2023 20:26:49,1060009675,2312202511,false,22/11/2023 20:27:05,5,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006677, 10003384, Comum dinheiro,Voucher,sale,22/11/2023 20:28:09,1060009675,2312202511,false,22/11/2023 20:28:11,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006678, 10003385, Comum dinheiro,Voucher,sale,22/11/2023 20:28:27,1060009675,2312202511,false,22/11/2023 20:28:28,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006679, 10003386, Comum dinheiro,Debito,sale,22/11/2023 20:45:47,1060007253,2312863567,false,22/11/2023 20:46:11,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006680, 10003387, Comum dinheiro,Debito,sale,22/11/2023 20:47:33,1060007253,2312863567,false,22/11/2023 20:47:55,2,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006681, undefined, undefined,Debito,sale,22/11/2023 20:57:16,,2414165636,true,22/11/2023 20:57:31,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006682, 10003388, Comum dinheiro,Debito,sale,22/11/2023 20:58:40,1060007253,2312863567,true,22/11/2023 20:59:13,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006683, undefined, undefined,Dinheiro,sale,22/11/2023 21:09:57,,2414165636,true,22/11/2023 21:10:13,0.01,0,undefined,8 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006684, 10003389, Comum dinheiro,Voucher,sale,22/11/2023 21:26:09,1060009675,2312202511,false,22/11/2023 21:26:27,5,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006685, 10003390, Comum dinheiro,Dinheiro,sale,22/11/2023 21:26:53,1060009675,2312202511,false,22/11/2023 21:26:55,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006686, 10003391, Comum dinheiro,Dinheiro,sale,23/11/2023 12:42:20,860001442,4027136879,false,23/11/2023 12:42:45,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006687, undefined, undefined,Dinheiro,sale,23/11/2023 12:48:38,,4001847527,false,23/11/2023 12:49:06,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006688, undefined, undefined,Dinheiro,sale,23/11/2023 12:53:11,,4002166423,true,23/11/2023 12:53:17,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006689, undefined, undefined,Dinheiro,sale,23/11/2023 12:53:56,,2411455572,true,23/11/2023 12:53:59,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006690, undefined, undefined,Dinheiro,sale,23/11/2023 12:58:07,,3926668801,true,23/11/2023 12:58:10,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006691, undefined, undefined,Dinheiro,sale,23/11/2023 12:58:48,,3926789905,true,23/11/2023 12:58:51,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000006692, undefined, UNITARIO (TOP),Debito,sale,23/11/2023 13:20:04,,3926518,true,23/11/2023 13:20:17,2,0,undefined,12 - 133,Tmob Delmon,null,null,
34000000000000006693, 10003392, LISTA,undefined,topup,23/11/2023 13:22:37,554830003,1052658767,false,Invalid Date,0,0,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000006694, undefined, UNITARIO (TOP),Credito,sale,23/11/2023 13:34:15,,3926519,true,23/11/2023 13:34:28,2,0,undefined,12 - 133,Tmob Delmon,null,null,
34000000000000006695, 10003393, Comum dinheiro,Dinheiro,sale,23/11/2023 14:25:43,175534460,2778695247,false,23/11/2023 14:26:00,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006696, 10003394, Comum dinheiro,Dinheiro,sale,23/11/2023 14:26:20,175534460,2778695247,false,23/11/2023 14:26:22,0,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006697, undefined, undefined,Voucher,sale,23/11/2023 14:55:39,,3926789905,true,23/11/2023 14:55:53,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006698, undefined, undefined,Voucher,sale,23/11/2023 14:57:08,,2411517284,true,23/11/2023 14:57:12,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006699, undefined, undefined,Voucher,sale,23/11/2023 14:58:26,,4001847527,true,23/11/2023 14:58:30,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006700, undefined, undefined,Voucher,sale,23/11/2023 14:58:51,,4001847527,true,23/11/2023 14:58:55,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006701, 10003395, Comum dinheiro,Dinheiro,sale,23/11/2023 15:05:25,860001442,4027136879,true,23/11/2023 15:05:43,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006702, 10003396, Comum dinheiro,Dinheiro,sale,23/11/2023 15:06:08,1060009705,2309218767,true,23/11/2023 15:06:16,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006703, 10003397, Comum dinheiro,Dinheiro,sale,23/11/2023 15:16:04,860001442,4027136879,true,23/11/2023 15:16:18,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006704, 10003398, Comum dinheiro,Dinheiro,sale,23/11/2023 15:21:31,1060009687,2309182415,true,23/11/2023 15:21:39,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006705, 10003399, Comum dinheiro,Debito,sale,23/11/2023 15:23:26,1060009687,2309182415,false,23/11/2023 15:23:37,2.01,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006706, 10003400, Comum dinheiro,Debito,sale,23/11/2023 15:24:05,1060009687,2309182415,true,23/11/2023 15:25:16,2.01,2.01,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006707, 10003402, Comum dinheiro,Dinheiro,sale,23/11/2023 15:26:44,1060009687,2309182415,true,23/11/2023 15:26:58,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006708, 10003403, Comum dinheiro,Dinheiro,sale,23/11/2023 15:28:48,1060009687,2309182415,false,23/11/2023 15:29:09,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006709, 10003404, Comum dinheiro,Voucher,sale,23/11/2023 15:29:58,1060009687,2309182415,true,23/11/2023 15:30:09,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006710, 10003405, Fidelidade,Debito,sale,23/11/2023 15:32:14,860001260,4026723631,true,23/11/2023 15:32:37,35.2,32.45,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006711, 10003406, Comum dinheiro,Dinheiro,sale,23/11/2023 15:32:40,175534460,2778695247,false,23/11/2023 15:33:31,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006712, 10003407, Comum dinheiro,Dinheiro,sale,23/11/2023 15:33:47,175534460,2778695247,false,23/11/2023 15:33:52,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006713, undefined, undefined,Debito,sale,23/11/2023 15:34:20,,3926520,true,23/11/2023 15:34:31,4.4,4.4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006714, 10003408, Comum dinheiro,Dinheiro,sale,23/11/2023 15:34:35,175534460,2778695247,true,23/11/2023 15:34:42,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006715, 10003409, Comum dinheiro,Dinheiro,sale,23/11/2023 15:35:06,175534460,2778695247,true,23/11/2023 15:35:13,2,2,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006716, undefined, undefined,Debito,sale,23/11/2023 15:35:46,,3926521,true,23/11/2023 15:35:58,4.4,4.4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006717, undefined, undefined,Dinheiro,sale,23/11/2023 15:36:55,,2411455572,true,23/11/2023 15:37:02,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006718, undefined, undefined,Dinheiro,sale,23/11/2023 15:39:14,,2411455572,true,23/11/2023 15:39:17,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006719, undefined, undefined,Dinheiro,sale,23/11/2023 15:40:38,,2411455572,true,23/11/2023 15:40:41,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006720, undefined, undefined,Debito,sale,23/11/2023 15:42:54,,2411455572,true,23/11/2023 15:42:57,2.02,2.02,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006721, undefined, undefined,Dinheiro,sale,23/11/2023 15:44:11,,2411455572,false,23/11/2023 15:44:29,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006722, undefined, undefined,Voucher,sale,23/11/2023 15:45:27,,2411455572,true,23/11/2023 15:45:30,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006723, undefined, undefined,Dinheiro,sale,23/11/2023 15:47:20,,4001847527,true,23/11/2023 15:47:23,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006724, 10003411, Escolar dinh.,Dinheiro,sale,23/11/2023 15:50:43,1060007381,2312471247,true,23/11/2023 15:50:55,5,5,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006725, 10003412, LISTA,undefined,topup,23/11/2023 15:51:40,1060007381,2312471247,false,Invalid Date,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006726, 10003414, Escolar dinh.,Debito,sale,23/11/2023 15:56:02,1060007381,2312471247,true,23/11/2023 15:56:33,5,5,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006727, undefined, undefined,Debito,sale,23/11/2023 17:44:24,1,,false,23/11/2023 17:44:41,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006728, undefined, undefined,Debito,sale,23/11/2023 17:44:54,1,,false,23/11/2023 17:46:13,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006729, undefined, undefined,Debito,sale,23/11/2023 17:46:22,1,,true,23/11/2023 17:47:02,4.4,4.4,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006730, undefined, undefined,Debito,sale,23/11/2023 18:01:32,1,,true,23/11/2023 18:02:23,4.4,4.4,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006731, undefined, undefined,Debito,sale,23/11/2023 18:02:52,1,,false,23/11/2023 18:03:08,4.4,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006732, undefined, undefined,Debito,sale,23/11/2023 18:03:18,1,,true,23/11/2023 18:03:47,4.4,4.4,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006733, 10003415, Comum dinheiro,Dinheiro,sale,23/11/2023 18:21:14,1060009687,2309182415,true,23/11/2023 18:21:33,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006734, 10003416, Comum dinheiro,Debito,sale,23/11/2023 18:23:52,1060009705,2309218767,true,23/11/2023 18:24:35,2.04,2.04,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006735, 10003417, LISTA,undefined,topup,23/11/2023 18:25:34,1060009705,2309218767,true,23/11/2023 18:25:52,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006736, 10003418, Comum dinheiro,Dinheiro,sale,23/11/2023 18:27:15,1060009705,2309218767,true,23/11/2023 18:27:21,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006737, 10003419, Comum dinheiro,Dinheiro,sale,23/11/2023 18:28:20,1060009705,2309218767,false,23/11/2023 18:28:40,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006738, 10003420, Comum dinheiro,Voucher,sale,23/11/2023 18:29:45,1060009705,2309218767,true,23/11/2023 18:29:48,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006739, 10003421, Fidelidade,Debito,sale,23/11/2023 18:31:03,860001260,4026723631,true,23/11/2023 18:31:25,35.2,32.45,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006740, 10003422, Fidelidade,Debito,sale,23/11/2023 18:33:25,860001260,4026723631,true,23/11/2023 18:33:55,35.2,32.45,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006741, 10003423, Fidelidade,Debito,sale,23/11/2023 18:34:40,860001260,4026723631,true,23/11/2023 18:35:50,35.2,32.45,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006742, undefined, undefined,Dinheiro,sale,23/11/2023 18:47:09,14.07.00000630-1,36128819600236548,false,23/11/2023 18:47:21,2,0,undefined,9 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006743, undefined, undefined,Debito,sale,23/11/2023 19:19:53,1,,false,23/11/2023 19:20:10,4.4,0,undefined,10 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006744, undefined, undefined,Debito,sale,23/11/2023 19:20:18,1,,false,23/11/2023 19:21:11,4.4,0,undefined,10 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006745, undefined, undefined,Dinheiro,sale,23/11/2023 20:13:40,,2414165636,true,23/11/2023 20:13:55,0.01,0,undefined,8 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006746, undefined, undefined,Dinheiro,sale,23/11/2023 20:33:24,,719683038,true,23/11/2023 20:33:39,0.01,0,undefined,8 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006747, undefined, undefined,Dinheiro,sale,23/11/2023 20:54:24,,2411937060,true,23/11/2023 20:54:39,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006748, undefined, undefined,Dinheiro,sale,23/11/2023 21:01:03,,2411937060,true,23/11/2023 21:01:18,0.01,0,undefined,8 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006749, undefined, undefined,Dinheiro,sale,23/11/2023 21:59:27,,4188374754,true,23/11/2023 21:59:44,2,2,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006750, undefined, undefined,Dinheiro,sale,23/11/2023 22:00:38,,4188374754,true,23/11/2023 22:00:51,0.01,0,undefined,8 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006751, undefined, PRODUTO QRCODE M (TOP),Debito,sale,24/11/2023 12:35:34,,3926522,true,24/11/2023 12:35:53,4,4,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006752, 10003424, Comum dinheiro,Voucher,sale,24/11/2023 12:43:13,1060009675,2312202511,false,24/11/2023 12:43:25,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006753, 10003425, Comum dinheiro,Voucher,sale,24/11/2023 12:44:40,1060009675,2312202511,false,24/11/2023 12:44:42,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006754, 10003426, Comum dinheiro,Voucher,sale,24/11/2023 12:45:19,1060009675,2312202511,false,24/11/2023 12:45:21,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006755, 10003427, Comum dinheiro,Dinheiro,sale,24/11/2023 12:46:56,1060009705,2309218767,true,24/11/2023 12:47:02,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006756, 10003428, Comum dinheiro,Debito,sale,24/11/2023 12:48:31,1060009687,2309182415,false,24/11/2023 12:48:41,2.02,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006757, 10003429, Comum dinheiro,Debito,sale,24/11/2023 12:49:16,1060009687,2309182415,true,24/11/2023 12:51:45,2.02,2.02,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006758, 10003430, Comum dinheiro,Dinheiro,sale,24/11/2023 12:52:51,860001442,4027136879,false,24/11/2023 12:53:13,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006759, 10003431, Comum dinheiro,Voucher,sale,24/11/2023 12:54:20,860001442,4027136879,true,24/11/2023 12:54:22,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006760, 10003432, LISTA,undefined,topup,24/11/2023 12:55:02,860001442,4027136879,false,Invalid Date,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006761, 10003433, LISTA,undefined,topup,24/11/2023 12:55:23,860001442,4027136879,false,Invalid Date,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006762, 10003434, LISTA,undefined,topup,24/11/2023 12:55:43,1060009687,2309182415,false,Invalid Date,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006763, 10003435, Escolar dinh.,undefined,topup,24/11/2023 12:55:59,1060009705,2309218767,true,24/11/2023 12:56:03,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006764, 10003436, LISTA,undefined,topup,24/11/2023 12:57:03,1060009705,2309218767,false,Invalid Date,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006765, 10003437, Comum dinheiro,Voucher,sale,24/11/2023 12:57:33,1060009675,2312202511,false,24/11/2023 12:57:35,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006766, 10003438, Fidelidade,Debito,sale,24/11/2023 12:58:15,860001260,4026723631,true,24/11/2023 12:58:39,35.2,32.45,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006767, undefined, UNITARIO OFFLINE (TOP),Debito,sale,24/11/2023 13:00:45,,3926523,true,24/11/2023 13:01:00,4,4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006768, undefined, UNITARIO OFFLINE (TOP),Debito,sale,24/11/2023 13:01:48,,3926524,true,24/11/2023 13:01:58,4,4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006769, undefined, UNITARIO OFFLINE (TOP),Debito,sale,24/11/2023 13:02:42,,3926525,true,24/11/2023 13:02:55,4,4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006770, undefined, undefined,Dinheiro,sale,24/11/2023 13:04:39,,4001847527,true,24/11/2023 13:04:46,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006771, undefined, undefined,Debito,sale,24/11/2023 13:05:55,,2411517284,true,24/11/2023 13:05:59,2.03,2.03,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006772, undefined, undefined,Dinheiro,sale,24/11/2023 13:06:43,,2413064868,true,24/11/2023 13:06:46,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006773, undefined, undefined,Dinheiro,sale,24/11/2023 13:07:32,,2413064868,false,24/11/2023 13:07:51,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006774, undefined, undefined,Voucher,sale,24/11/2023 13:09:31,,2413064868,true,24/11/2023 13:09:34,2,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006775, undefined, undefined,Dinheiro,sale,24/11/2023 13:11:26,,4001847527,true,24/11/2023 13:11:29,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006776, 10003440, Escolar dinh.,Dinheiro,sale,24/11/2023 13:13:57,1060007381,2312471247,true,24/11/2023 13:14:06,5,5,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006777, 10003442, Escolar dinh.,Debito,sale,24/11/2023 13:15:46,1060007381,2312471247,true,24/11/2023 13:16:09,6,6,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006778, undefined, undefined,Dinheiro,sale,24/11/2023 13:22:27,,2411455572,true,24/11/2023 13:22:43,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006779, undefined, UNITARIO OFFLINE (TOP),Debito,sale,24/11/2023 14:36:03,,3926526,true,24/11/2023 14:36:28,4,4,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006780, undefined, UNITARIO OFFLINE (TOP),Debito,sale,24/11/2023 14:37:52,,3926527, 3926528,true,24/11/2023 14:38:08,8,8,undefined,4001 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000006781, undefined, UNITARIO (TOP),Dinheiro,sale,24/11/2023 15:02:28,,3926529,true,24/11/2023 15:02:42,2,0,undefined,2 - 133,automação item,AEROPORTO,automação item,
34000000000000006782, undefined, undefined,Debito,sale,24/11/2023 15:15:19,,3926530,true,24/11/2023 15:15:42,4.4,4.4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006783, undefined, undefined,Debito,sale,24/11/2023 15:16:36,,3926531, 3926532,false,24/11/2023 15:16:51,8.8,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006784, 10003443, Comum dinheiro,Dinheiro,sale,24/11/2023 15:24:11,1060009687,2309182415,false,24/11/2023 15:24:49,5,4,400,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006785, 10003444, Comum dinheiro,Voucher,sale,24/11/2023 15:25:56,1060009687,2309182415,true,24/11/2023 15:26:01,4,4,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006786, undefined, undefined,Dinheiro,sale,24/11/2023 15:27:29,,4001847527,true,24/11/2023 15:27:37,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006787, undefined, undefined,Debito,sale,24/11/2023 15:30:07,,4001847527,true,24/11/2023 15:30:10,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006788, 10003445, Comum dinheiro,Voucher,sale,24/11/2023 15:32:07,1060009675,2312202511,false,24/11/2023 15:32:12,0,0,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
14400000000000006789, undefined, undefined,Debito,sale,24/11/2023 18:33:45,,3926719569,true,24/11/2023 18:34:03,18,0,undefined,12 - 133,Tmob Delmon,null,null,
34000000000000006790, undefined, undefined,Dinheiro,sale,24/11/2023 19:24:49,,2411455572,true,24/11/2023 19:25:06,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006791, 10003446, Comum dinheiro,Dinheiro,sale,24/11/2023 19:26:05,1060009687,2309182415,true,24/11/2023 19:26:14,2,2,undefined,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
34000000000000006792, undefined, undefined,Dinheiro,sale,24/11/2023 19:34:00,,3926668801,false,24/11/2023 19:34:32,2,2,200,7 - 1,TESTE ATM,Grupo Terminal Level 2,Grupo Terminal Level 3,
